BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0112560	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112353	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112354	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112355	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112373	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112374	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112375	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112393	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112394	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112395	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0111356	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111358	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111359	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0112730	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0112735	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0112736	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0109473	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0109474	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0109475	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0111913	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111914	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111915	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0111933	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111934	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111935	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0109456	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0109457	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0109458	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0111603	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111604	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111605	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0111623	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111624	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111625	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0111646	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X1	PREP009_P8_X1	
SCW0111647	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X2	PREP009_P8_X2	
SCW0111648	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P8_X3	PREP009_P8_X3	
SCW0117543	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-009-01	C-7159-01-IPB-004					PREP009_P8_X1	PREP009_P8_X1	
SCW0117544	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-009-01	C-7159-01-IPB-004	Pintool stalled out while liquid transfer taking place, assay plate sat out for approximately 45 minutes and there is a possibility that a double-pinning took place				PREP009_P8_X2	PREP009_P8_X2	
SCW0117545	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-009-01	C-7159-01-IPB-004					PREP009_P8_X3	PREP009_P8_X3	
SCW0113263	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-009-01	C-7159-01-IPB-004					PREP009_P8_X1	PREP009_P8_X1	
SCW0113264	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-009-01	C-7159-01-IPB-004					PREP009_P8_X2	PREP009_P8_X2	
SCW0113265	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-009-01	C-7159-01-IPB-004					PREP009_P8_X3	PREP009_P8_X3	
SCW0111456	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0111457	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0111458	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112811	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112812	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112830	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112831	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112832	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112850	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112001	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112002	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112600	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112571	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112572	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112590	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112551	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112552	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112570	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112451	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112452	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112470	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112471	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112472	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112490	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0111710	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112558	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112559	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112351	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112352	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112370	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0112371	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112372	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112390	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0109500	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X1	PREP010_P7_X1	
SCW0112391	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X2	PREP010_P7_X2	
SCW0112392	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P7_X3	PREP010_P7_X3	
SCW0111354	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111355	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111357	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0112727	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0112728	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0112729	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0109471	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0109472	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111393	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0111911	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111912	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111930	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0111931	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111932	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111950	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0109453	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0109454	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0109455	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0111601	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111602	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111620	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0111621	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111622	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111640	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0111643	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X1	PREP010_P8_X1	
SCW0111644	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X2	PREP010_P8_X2	
SCW0111645	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-010-01	C-7159-01-IPB-003					PREP010_P8_X3	PREP010_P8_X3	
SCW0113260	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X1	PREP010_P8_X1	
SCW0117541	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X2	PREP010_P8_X2	
SCW0117542	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X3	PREP010_P8_X3	
SCW0113261	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X1	PREP010_P8_X1	
SCW0113262	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X2	PREP010_P8_X2	
SCW0113280	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-010-01	C-7159-01-IPB-004					PREP010_P8_X3	PREP010_P8_X3	
SCW0111453	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0111454	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0111455	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112827	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112828	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112829	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112847	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112848	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112849	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112597	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112598	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112599	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112587	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112588	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112589	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112567	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112568	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112569	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112467	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112468	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112469	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112487	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112488	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112489	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0111707	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0111708	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0111709	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112367	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112368	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112369	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0112387	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0112388	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0112389	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0109497	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X1	PREP011_P7_X1	
SCW0109498	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X2	PREP011_P7_X2	
SCW0109499	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P7_X3	PREP011_P7_X3	
SCW0111351	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111352	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
